correlation,constant_P_c,correlationship
0.953314096939528,0.2,richness-prevalence
0.914445114422634,0.2,richness-prevalence
0.912375970006468,0.2,richness-prevalence
0.885870103650415,0.2,richness-prevalence
0.898453467023883,0.2,richness-prevalence
0.922390986973983,0.2,richness-prevalence
0.953829381951236,0.2,richness-prevalence
0.907340170146654,0.2,richness-prevalence
0.943873194505118,0.2,richness-prevalence
0.953423099576342,0.2,richness-prevalence
0.906229549557939,0.2,richness-prevalence
0.958039981896888,0.2,richness-prevalence
0.905746485976475,0.2,richness-prevalence
0.971997620082173,0.2,richness-prevalence
0.921514640812551,0.2,richness-prevalence
0.89515008126823,0.2,richness-prevalence
0.95761734613981,0.2,richness-prevalence
0.848958909017946,0.2,richness-prevalence
0.966833778971493,0.2,richness-prevalence
0.909078588889293,0.2,richness-prevalence
0.949617127751603,0.2,richness-prevalence
0.886944959950728,0.2,richness-prevalence
0.900284149342151,0.2,richness-prevalence
0.958305945439853,0.2,richness-prevalence
0.951026510432258,0.2,richness-prevalence
0.857377671592832,0.2,richness-prevalence
0.858672019020733,0.2,richness-prevalence
0.885061683054265,0.2,richness-prevalence
0.94552217208227,0.2,richness-prevalence
0.907143310701435,0.2,richness-prevalence
0.852406715174441,0.2,richness-prevalence
0.938728579578454,0.2,richness-prevalence
0.899457834464835,0.2,richness-prevalence
0.865257205225928,0.2,richness-prevalence
0.82329411549815,0.2,richness-prevalence
0.862285503795103,0.2,richness-prevalence
0.819328333277166,0.2,richness-prevalence
0.886924766794102,0.2,richness-prevalence
0.893553797429626,0.2,richness-prevalence
0.928579971185399,0.2,richness-prevalence
0.968241127100729,0.2,richness-prevalence
0.8594247124984,0.2,richness-prevalence
0.923185098453352,0.2,richness-prevalence
0.908021843799087,0.2,richness-prevalence
0.877224195333919,0.2,richness-prevalence
0.964414655294552,0.2,richness-prevalence
0.979222570153259,0.2,richness-prevalence
0.93195852006837,0.2,richness-prevalence
0.957879070731841,0.2,richness-prevalence
0.857326970701216,0.2,richness-prevalence
0.865748516835925,0.2,richness-prevalence
0.806910770863765,0.2,richness-prevalence
0.900292417527407,0.2,richness-prevalence
0.950961807263547,0.2,richness-prevalence
0.818456455817616,0.2,richness-prevalence
0.944118064338912,0.2,richness-prevalence
0.938537145157272,0.2,richness-prevalence
0.85380483071538,0.2,richness-prevalence
0.905331738338921,0.2,richness-prevalence
0.885469400903667,0.2,richness-prevalence
0.931216571373309,0.2,richness-prevalence
0.863245362415714,0.2,richness-prevalence
0.831976766487876,0.2,richness-prevalence
0.88927777196373,0.2,richness-prevalence
0.891374537812369,0.2,richness-prevalence
0.934534018176669,0.2,richness-prevalence
0.94716228978307,0.2,richness-prevalence
0.95640863261974,0.2,richness-prevalence
0.951567447668449,0.2,richness-prevalence
0.931137591213933,0.2,richness-prevalence
0.826715076654462,0.2,richness-prevalence
0.926172700963752,0.2,richness-prevalence
0.846986544586359,0.2,richness-prevalence
0.944131054526705,0.2,richness-prevalence
0.862736432692772,0.2,richness-prevalence
0.946390566975722,0.2,richness-prevalence
0.962359581302873,0.2,richness-prevalence
0.87598490098033,0.2,richness-prevalence
0.950637062554479,0.2,richness-prevalence
0.943664902186407,0.2,richness-prevalence
0.9110496556835,0.2,richness-prevalence
0.818402421256166,0.2,richness-prevalence
0.879410289802383,0.2,richness-prevalence
0.872749964046147,0.2,richness-prevalence
0.952965757285517,0.2,richness-prevalence
0.932823441153154,0.2,richness-prevalence
0.900194789457364,0.2,richness-prevalence
0.937798392204666,0.2,richness-prevalence
0.879038577026609,0.2,richness-prevalence
0.99041509360405,0.2,richness-prevalence
0.890021356803493,0.2,richness-prevalence
0.947604186129722,0.2,richness-prevalence
0.941788987884983,0.2,richness-prevalence
0.893395400221987,0.2,richness-prevalence
0.954904878251137,0.2,richness-prevalence
0.935777285915277,0.2,richness-prevalence
0.858900964015964,0.2,richness-prevalence
0.86435910989411,0.2,richness-prevalence
0.95462659059922,0.2,richness-prevalence
0.887872865736956,0.2,richness-prevalence
0.96378199134513,0.2,richness-prevalence
0.857215742034565,0.2,richness-prevalence
0.924173708142611,0.2,richness-prevalence
0.931025515348004,0.2,richness-prevalence
0.950717581853247,0.2,richness-prevalence
0.897613036276032,0.2,richness-prevalence
0.914735137486954,0.2,richness-prevalence
0.851169467852295,0.2,richness-prevalence
0.893656508438617,0.2,richness-prevalence
0.945439026251964,0.2,richness-prevalence
0.944656606955482,0.2,richness-prevalence
0.850379525640532,0.2,richness-prevalence
0.942240889091799,0.2,richness-prevalence
0.842913595554623,0.2,richness-prevalence
0.922547586157501,0.2,richness-prevalence
0.918448194560794,0.2,richness-prevalence
0.988079623447175,0.2,richness-prevalence
0.916827513731988,0.2,richness-prevalence
0.90537001734087,0.2,richness-prevalence
0.920626025623949,0.2,richness-prevalence
0.884944908074686,0.2,richness-prevalence
0.92582991166656,0.2,richness-prevalence
0.828555312119345,0.2,richness-prevalence
0.908949139674475,0.2,richness-prevalence
0.914257843047281,0.2,richness-prevalence
0.918841616356553,0.2,richness-prevalence
0.887899983784885,0.2,richness-prevalence
0.928690130063011,0.2,richness-prevalence
0.915252465066474,0.2,richness-prevalence
0.877742512759478,0.2,richness-prevalence
0.728019196557452,0.2,richness-prevalence
0.870186337306342,0.2,richness-prevalence
0.898387398495182,0.2,richness-prevalence
0.817929877422834,0.2,richness-prevalence
0.957268888834246,0.2,richness-prevalence
0.882534703859921,0.2,richness-prevalence
0.91079717057564,0.2,richness-prevalence
0.981307695156423,0.2,richness-prevalence
0.940312617691315,0.2,richness-prevalence
0.916116890916173,0.2,richness-prevalence
0.914327351281286,0.2,richness-prevalence
0.963201049658232,0.2,richness-prevalence
0.930007134975418,0.2,richness-prevalence
0.935150220941325,0.2,richness-prevalence
0.857709479051294,0.2,richness-prevalence
0.937270022961676,0.2,richness-prevalence
0.923857363215596,0.2,richness-prevalence
0.918322718442233,0.2,richness-prevalence
0.93073601892272,0.2,richness-prevalence
0.940361199432178,0.2,richness-prevalence
0.962807984751792,0.2,richness-prevalence
0.913143659835431,0.2,richness-prevalence
0.9827066979898,0.2,richness-prevalence
0.957752743723933,0.2,richness-prevalence
0.959657065371409,0.2,richness-prevalence
0.895442287828504,0.2,richness-prevalence
0.95238038220764,0.2,richness-prevalence
0.945683707774935,0.2,richness-prevalence
0.900256629045645,0.2,richness-prevalence
0.966413055821235,0.2,richness-prevalence
0.889342477935256,0.2,richness-prevalence
0.969023210735542,0.2,richness-prevalence
0.933620732670308,0.2,richness-prevalence
0.85569053641076,0.2,richness-prevalence
0.939630655214516,0.2,richness-prevalence
0.937909031849707,0.2,richness-prevalence
0.87730043001771,0.2,richness-prevalence
0.806105964438073,0.2,richness-prevalence
0.904009840738222,0.2,richness-prevalence
0.852924620157004,0.2,richness-prevalence
0.934285928734988,0.2,richness-prevalence
0.964891140534259,0.2,richness-prevalence
0.891007838264278,0.2,richness-prevalence
0.899325857400638,0.2,richness-prevalence
0.916481986885131,0.2,richness-prevalence
0.95946233663011,0.2,richness-prevalence
0.831664546494954,0.2,richness-prevalence
0.926130504283612,0.2,richness-prevalence
0.8832830152211,0.2,richness-prevalence
0.856651293577489,0.2,richness-prevalence
0.930764104206137,0.2,richness-prevalence
0.784957652480001,0.2,richness-prevalence
0.875987372358665,0.2,richness-prevalence
0.943465163460535,0.2,richness-prevalence
0.846661580970524,0.2,richness-prevalence
0.904034358693498,0.2,richness-prevalence
0.950923759730012,0.2,richness-prevalence
0.955121146838035,0.2,richness-prevalence
0.817652594269932,0.2,richness-prevalence
0.935764533488647,0.2,richness-prevalence
0.951717937762313,0.2,richness-prevalence
0.971055094608888,0.2,richness-prevalence
0.852828412881744,0.2,richness-prevalence
0.946390989210463,0.2,richness-prevalence
0.805746777366176,0.2,richness-prevalence
0.928632323203762,0.2,richness-prevalence
0.974411399719354,0.2,richness-prevalence
0.876550924060875,0.2,richness-prevalence
0.820862852910781,0.2,richness-prevalence
0.959410884362017,0.2,richness-prevalence
0.89781569629056,0.2,richness-prevalence
0.962929277368816,0.2,richness-prevalence
0.935610878688745,0.2,richness-prevalence
0.908451975328944,0.2,richness-prevalence
0.976936189778167,0.2,richness-prevalence
0.950378987041532,0.2,richness-prevalence
0.778322260521264,0.2,richness-prevalence
0.939535166240004,0.2,richness-prevalence
0.926255922988098,0.2,richness-prevalence
0.895303922565561,0.2,richness-prevalence
0.923314392318365,0.2,richness-prevalence
0.9626588120046,0.2,richness-prevalence
0.927853796213481,0.2,richness-prevalence
0.955061294333713,0.2,richness-prevalence
0.961403153018939,0.2,richness-prevalence
0.848679982901964,0.2,richness-prevalence
0.916816594636796,0.2,richness-prevalence
0.851246700694266,0.2,richness-prevalence
0.955320445335959,0.2,richness-prevalence
0.936153089973873,0.2,richness-prevalence
0.818891533455098,0.2,richness-prevalence
0.935517127661851,0.2,richness-prevalence
0.957117984544481,0.2,richness-prevalence
0.976003253359684,0.2,richness-prevalence
0.968849556756089,0.2,richness-prevalence
0.856130725601761,0.2,richness-prevalence
0.927477774640109,0.2,richness-prevalence
0.951995208702876,0.2,richness-prevalence
0.908276586709878,0.2,richness-prevalence
0.854274205081147,0.2,richness-prevalence
0.82461057765508,0.2,richness-prevalence
0.944150705198026,0.2,richness-prevalence
0.89978762856916,0.2,richness-prevalence
0.87488698903381,0.2,richness-prevalence
0.91918466428415,0.2,richness-prevalence
0.908150791429897,0.2,richness-prevalence
0.977335592833391,0.2,richness-prevalence
0.877971262667561,0.2,richness-prevalence
0.915080525844104,0.2,richness-prevalence
0.878878512640556,0.2,richness-prevalence
0.977944287653485,0.2,richness-prevalence
0.949793153343756,0.2,richness-prevalence
0.854752120415461,0.2,richness-prevalence
0.936064572183587,0.2,richness-prevalence
0.918155411880006,0.2,richness-prevalence
0.934576563806781,0.2,richness-prevalence
0.915168694127289,0.2,richness-prevalence
0.907305781813398,0.2,richness-prevalence
0.948802195325275,0.2,richness-prevalence
0.931245116195812,0.2,richness-prevalence
0.879848066386979,0.2,richness-prevalence
0.95766920355953,0.2,richness-prevalence
0.852141743786261,0.2,richness-prevalence
0.932256554305227,0.2,richness-prevalence
0.916619857430039,0.2,richness-prevalence
0.886272024208206,0.2,richness-prevalence
0.896751613748722,0.2,richness-prevalence
0.985089808214858,0.2,richness-prevalence
0.923191650162778,0.2,richness-prevalence
0.903192578935742,0.2,richness-prevalence
0.902581615439988,0.2,richness-prevalence
0.863443872914814,0.2,richness-prevalence
0.910863653160028,0.2,richness-prevalence
0.778336556471879,0.2,richness-prevalence
0.926193193175819,0.2,richness-prevalence
0.920028453042984,0.2,richness-prevalence
0.938081827070919,0.2,richness-prevalence
0.939827324439579,0.2,richness-prevalence
0.834233689591048,0.2,richness-prevalence
0.975006300476702,0.2,richness-prevalence
0.936539066572353,0.2,richness-prevalence
0.887277529566436,0.2,richness-prevalence
0.951742230132687,0.2,richness-prevalence
0.821186116669457,0.2,richness-prevalence
0.891147491300933,0.2,richness-prevalence
0.939023617225353,0.2,richness-prevalence
0.863911079070949,0.2,richness-prevalence
0.882564253266618,0.2,richness-prevalence
0.933797660427098,0.2,richness-prevalence
0.946132860836471,0.2,richness-prevalence
0.917315965459747,0.2,richness-prevalence
0.957901692883478,0.2,richness-prevalence
0.93135429446061,0.2,richness-prevalence
0.816627122882741,0.2,richness-prevalence
0.849700807390954,0.2,richness-prevalence
0.924794040629347,0.2,richness-prevalence
0.86460868394351,0.2,richness-prevalence
0.903562525414808,0.2,richness-prevalence
0.970048747495016,0.2,richness-prevalence
0.957437978214356,0.2,richness-prevalence
0.882324946378221,0.2,richness-prevalence
0.923671863467699,0.2,richness-prevalence
0.929365427559827,0.2,richness-prevalence
0.89500928949473,0.2,richness-prevalence
0.959163144681557,0.2,richness-prevalence
0.913953639527065,0.2,richness-prevalence
0.96815614112979,0.2,richness-prevalence
0.921256265154636,0.2,richness-prevalence
0.922404420463156,0.2,richness-prevalence
0.881569765481407,0.2,richness-prevalence
0.934419076007448,0.2,richness-prevalence
0.873729995317964,0.2,richness-prevalence
0.855617797092671,0.2,richness-prevalence
0.873824394865852,0.2,richness-prevalence
0.95062885930305,0.2,richness-prevalence
0.888624412509615,0.2,richness-prevalence
0.941789284648505,0.2,richness-prevalence
0.884373664925253,0.2,richness-prevalence
0.911974893232313,0.2,richness-prevalence
0.906048358118919,0.2,richness-prevalence
0.91313750056612,0.2,richness-prevalence
0.979431095348132,0.2,richness-prevalence
0.914873538378287,0.2,richness-prevalence
0.893947563684529,0.2,richness-prevalence
0.829090497050682,0.2,richness-prevalence
0.891086947794609,0.2,richness-prevalence
0.934935294476668,0.2,richness-prevalence
0.937570555423471,0.2,richness-prevalence
0.89424957287855,0.2,richness-prevalence
0.951041160926631,0.2,richness-prevalence
0.925442879129184,0.2,richness-prevalence
0.973252934831416,0.2,richness-prevalence
0.846353799440726,0.2,richness-prevalence
0.890128054846502,0.2,richness-prevalence
0.979213237319376,0.2,richness-prevalence
0.881727358429249,0.2,richness-prevalence
0.961656193898611,0.2,richness-prevalence
0.969652200319572,0.2,richness-prevalence
0.95684741812126,0.2,richness-prevalence
0.915589976893132,0.2,richness-prevalence
0.943345550185361,0.2,richness-prevalence
0.854471793279884,0.2,richness-prevalence
0.972421281521432,0.2,richness-prevalence
0.963397333226949,0.2,richness-prevalence
0.88997989841559,0.2,richness-prevalence
0.947406080241531,0.2,richness-prevalence
0.889995551646492,0.2,richness-prevalence
0.813888597121467,0.2,richness-prevalence
0.745916467685444,0.2,richness-prevalence
0.882769547138661,0.2,richness-prevalence
0.890760202360392,0.2,richness-prevalence
0.885746256143301,0.2,richness-prevalence
0.896880828065666,0.2,richness-prevalence
0.929049080136857,0.2,richness-prevalence
0.957919492750091,0.2,richness-prevalence
0.969414484797148,0.2,richness-prevalence
0.935841506724927,0.2,richness-prevalence
0.891780190129013,0.2,richness-prevalence
0.928380044729109,0.2,richness-prevalence
0.908112499331535,0.2,richness-prevalence
0.935732070433058,0.2,richness-prevalence
0.960554596753081,0.2,richness-prevalence
0.919935989583011,0.2,richness-prevalence
0.898211028852774,0.2,richness-prevalence
0.964927658260588,0.2,richness-prevalence
0.909475603280553,0.2,richness-prevalence
0.95969863584084,0.2,richness-prevalence
0.953319048457658,0.2,richness-prevalence
0.883238024364356,0.2,richness-prevalence
0.945330703505992,0.2,richness-prevalence
0.850877416528003,0.2,richness-prevalence
0.95548615286715,0.2,richness-prevalence
0.988569542319539,0.2,richness-prevalence
0.935487383221398,0.2,richness-prevalence
0.936572996166316,0.2,richness-prevalence
0.923055987636837,0.2,richness-prevalence
0.925050612150882,0.2,richness-prevalence
0.966207652795811,0.2,richness-prevalence
0.909018296355754,0.2,richness-prevalence
0.9307807986482,0.2,richness-prevalence
0.969647703527632,0.2,richness-prevalence
0.961385936187719,0.2,richness-prevalence
0.920752011456888,0.2,richness-prevalence
0.979743396211103,0.2,richness-prevalence
0.929089696548372,0.2,richness-prevalence
0.960598997620242,0.2,richness-prevalence
0.90171918958577,0.2,richness-prevalence
0.869993151070218,0.2,richness-prevalence
0.802821620689158,0.2,richness-prevalence
0.866145582933636,0.2,richness-prevalence
0.987138613492903,0.2,richness-prevalence
0.896293796580592,0.2,richness-prevalence
0.878506093198576,0.2,richness-prevalence
0.879109700678881,0.2,richness-prevalence
0.947156743297719,0.2,richness-prevalence
0.902609361164236,0.2,richness-prevalence
0.847126288332089,0.2,richness-prevalence
0.911116147579263,0.2,richness-prevalence
0.852798848549004,0.2,richness-prevalence
0.905635018714186,0.2,richness-prevalence
0.972685843469065,0.2,richness-prevalence
0.965290853014598,0.2,richness-prevalence
0.860637917457268,0.2,richness-prevalence
0.755553354878304,0.2,richness-prevalence
0.912306686311821,0.2,richness-prevalence
0.968560598970796,0.2,richness-prevalence
0.961355693891451,0.2,richness-prevalence
0.879994687459912,0.2,richness-prevalence
0.907661060031379,0.2,richness-prevalence
0.982799037528296,0.2,richness-prevalence
0.95793827199131,0.2,richness-prevalence
0.876218499980033,0.2,richness-prevalence
0.912293955221128,0.2,richness-prevalence
0.964623262130861,0.2,richness-prevalence
0.91861536899271,0.2,richness-prevalence
0.858777984629608,0.2,richness-prevalence
0.893805322971386,0.2,richness-prevalence
0.947937117664522,0.2,richness-prevalence
0.903255123764641,0.2,richness-prevalence
0.912858811828019,0.2,richness-prevalence
0.914389400850886,0.2,richness-prevalence
0.966966789522593,0.2,richness-prevalence
0.854001009517722,0.2,richness-prevalence
0.872805914348,0.2,richness-prevalence
0.829434045047306,0.2,richness-prevalence
0.911179805870012,0.2,richness-prevalence
0.895321933149532,0.2,richness-prevalence
0.920827810493159,0.2,richness-prevalence
0.90553753760092,0.2,richness-prevalence
0.930870135460571,0.2,richness-prevalence
0.925829553492944,0.2,richness-prevalence
0.965736507631741,0.2,richness-prevalence
0.967106551219124,0.2,richness-prevalence
0.893732417930746,0.2,richness-prevalence
0.936779088267518,0.2,richness-prevalence
0.880608789719613,0.2,richness-prevalence
0.884815296366996,0.2,richness-prevalence
0.896988139731049,0.2,richness-prevalence
0.87969925608563,0.2,richness-prevalence
0.93077428681213,0.2,richness-prevalence
0.964133965185816,0.2,richness-prevalence
0.793680097612314,0.2,richness-prevalence
0.935421154990837,0.2,richness-prevalence
0.932607465990519,0.2,richness-prevalence
0.910710212418069,0.2,richness-prevalence
0.937001332826768,0.2,richness-prevalence
0.898074415021556,0.2,richness-prevalence
0.94430192870855,0.2,richness-prevalence
0.93917491694859,0.2,richness-prevalence
0.773512040036219,0.2,richness-prevalence
0.971275159328036,0.2,richness-prevalence
0.941035850899367,0.2,richness-prevalence
0.932496910217682,0.2,richness-prevalence
0.966514095123932,0.2,richness-prevalence
0.927092219574787,0.2,richness-prevalence
0.914644602976252,0.2,richness-prevalence
0.938476556524875,0.2,richness-prevalence
0.783336226109322,0.2,richness-prevalence
0.920536726678836,0.2,richness-prevalence
0.911219996548766,0.2,richness-prevalence
0.870709321697028,0.2,richness-prevalence
0.923364418590787,0.2,richness-prevalence
0.93702193939386,0.2,richness-prevalence
0.905848200571255,0.2,richness-prevalence
0.956335380448021,0.2,richness-prevalence
0.932689816175374,0.2,richness-prevalence
0.95729608658606,0.2,richness-prevalence
0.963113506378062,0.2,richness-prevalence
0.859464910596464,0.2,richness-prevalence
0.926728180369802,0.2,richness-prevalence
0.9469777934517,0.2,richness-prevalence
0.968669956424978,0.2,richness-prevalence
0.78021497515877,0.2,richness-prevalence
0.952954745766403,0.2,richness-prevalence
0.90828592495102,0.2,richness-prevalence
0.85219831232258,0.2,richness-prevalence
0.968770795101079,0.2,richness-prevalence
0.912077503101244,0.2,richness-prevalence
0.924702642262184,0.2,richness-prevalence
0.763702673416803,0.2,richness-prevalence
0.958080058464189,0.2,richness-prevalence
0.949326390939897,0.2,richness-prevalence
0.896947887014243,0.2,richness-prevalence
0.808308508845689,0.2,richness-prevalence
0.947774418223138,0.2,richness-prevalence
0.971823051043682,0.2,richness-prevalence
0.940884029706586,0.2,richness-prevalence
0.889134854494983,0.2,richness-prevalence
0.867108052839178,0.2,richness-prevalence
0.833899575098856,0.2,richness-prevalence
0.921840754763858,0.2,richness-prevalence
0.914784345598922,0.2,richness-prevalence
0.906669672090852,0.2,richness-prevalence
0.945909332571827,0.2,richness-prevalence
0.874636793174376,0.2,richness-prevalence
0.917705353934224,0.2,richness-prevalence
0.954227602813134,0.2,richness-prevalence
0.945601279411404,0.2,richness-prevalence
0.96948351072052,0.2,richness-prevalence
0.947365609958069,0.2,richness-prevalence
0.983436081946295,0.2,richness-prevalence
0.900824530216653,0.2,richness-prevalence
0.951135640007143,0.2,richness-prevalence
0.980053697429053,0.2,richness-prevalence
0.97577254544263,0.2,richness-prevalence
0.921624011824409,0.2,richness-prevalence
0.911971937729658,0.2,richness-prevalence
0.868058456595905,0.2,richness-prevalence
0.897649460201475,0.2,richness-prevalence
0.913439634874731,0.2,richness-prevalence
0.842303626415049,0.2,richness-prevalence
0.955026957409585,0.2,richness-prevalence
0.916366076158804,0.2,richness-prevalence
0.955549637187031,0.2,richness-prevalence
0.965378729534533,0.2,richness-prevalence
0.91024478194216,0.2,richness-prevalence
0.931966104910242,0.2,richness-prevalence
0.93828372605247,0.2,richness-prevalence
0.866292980069355,0.2,richness-prevalence
0.922074599487278,0.2,richness-prevalence
0.845629047461501,0.2,richness-prevalence
0.875054837482911,0.2,richness-prevalence
0.861192813365395,0.2,richness-prevalence
0.941629820087456,0.2,richness-prevalence
0.884822720770709,0.2,richness-prevalence
0.886940595479484,0.2,richness-prevalence
0.977593698263097,0.2,richness-prevalence
0.917871050875818,0.2,richness-prevalence
0.877486174524004,0.2,richness-prevalence
0.966958316601578,0.2,richness-prevalence
0.925040230900912,0.2,richness-prevalence
0.923880918784583,0.2,richness-prevalence
0.825161315785935,0.2,richness-prevalence
0.857061787773014,0.2,richness-prevalence
0.913888186301538,0.2,richness-prevalence
0.864084568833333,0.2,richness-prevalence
0.968174406900469,0.2,richness-prevalence
0.924123807193112,0.2,richness-prevalence
0.953556559152309,0.2,richness-prevalence
0.849945647571149,0.2,richness-prevalence
0.879022397034932,0.2,richness-prevalence
0.855885829131836,0.2,richness-prevalence
0.877182253875727,0.2,richness-prevalence
0.929867027056997,0.2,richness-prevalence
0.887247852773489,0.2,richness-prevalence
0.91624506578195,0.2,richness-prevalence
0.970519964123079,0.2,richness-prevalence
0.926585357402537,0.2,richness-prevalence
0.961411781575132,0.2,richness-prevalence
0.869796812183517,0.2,richness-prevalence
0.964497099552279,0.2,richness-prevalence
0.911491241793108,0.2,richness-prevalence
0.90620389497822,0.2,richness-prevalence
0.924082826342734,0.2,richness-prevalence
0.938858535523941,0.2,richness-prevalence
0.920422944206925,0.2,richness-prevalence
0.956335089758318,0.2,richness-prevalence
0.987731680029447,0.2,richness-prevalence
0.933777830596204,0.2,richness-prevalence
0.928106706490953,0.2,richness-prevalence
0.92411047850976,0.2,richness-prevalence
0.767075597402371,0.2,richness-prevalence
0.884485603282641,0.2,richness-prevalence
0.929743209114291,0.2,richness-prevalence
0.935708369352352,0.2,richness-prevalence
0.934985866068382,0.2,richness-prevalence
0.958762612932426,0.2,richness-prevalence
0.951154441597563,0.2,richness-prevalence
0.932229881768475,0.2,richness-prevalence
0.842601945041398,0.2,richness-prevalence
0.969631236249605,0.2,richness-prevalence
0.838091951071193,0.2,richness-prevalence
0.900238319143572,0.2,richness-prevalence
0.951554960856985,0.2,richness-prevalence
0.897672962190389,0.2,richness-prevalence
0.87767929520545,0.2,richness-prevalence
0.898511672488722,0.2,richness-prevalence
0.896744961142476,0.2,richness-prevalence
0.949297957872419,0.2,richness-prevalence
0.93942185133748,0.2,richness-prevalence
0.950297122893358,0.2,richness-prevalence
0.89741538202283,0.2,richness-prevalence
0.938084739465503,0.2,richness-prevalence
0.90182893998895,0.2,richness-prevalence
0.909343617839995,0.2,richness-prevalence
0.966400885387742,0.2,richness-prevalence
0.836967295638126,0.2,richness-prevalence
0.885925140761307,0.2,richness-prevalence
0.94602679515564,0.2,richness-prevalence
0.914556173846928,0.2,richness-prevalence
0.969571119738407,0.2,richness-prevalence
0.867615168396122,0.2,richness-prevalence
0.931378318628795,0.2,richness-prevalence
0.86753024653717,0.2,richness-prevalence
0.947961604735025,0.2,richness-prevalence
0.933776556667446,0.2,richness-prevalence
0.923549054957759,0.2,richness-prevalence
0.92866785348028,0.2,richness-prevalence
0.893725505274025,0.2,richness-prevalence
0.904812125472015,0.2,richness-prevalence
0.896946500646672,0.2,richness-prevalence
0.88632724378789,0.2,richness-prevalence
0.896928122971402,0.2,richness-prevalence
0.96405480549395,0.2,richness-prevalence
0.920112451888959,0.2,richness-prevalence
0.93458002027236,0.2,richness-prevalence
0.967884145582316,0.2,richness-prevalence
0.901464463660353,0.2,richness-prevalence
0.955155321695471,0.2,richness-prevalence
0.936656027396888,0.2,richness-prevalence
0.984086141619882,0.2,richness-prevalence
0.854792892713082,0.2,richness-prevalence
0.934822528784102,0.2,richness-prevalence
0.959570386904741,0.2,richness-prevalence
0.795155815773432,0.2,richness-prevalence
0.879109040207011,0.2,richness-prevalence
0.898035802480263,0.2,richness-prevalence
0.967636735482149,0.2,richness-prevalence
0.908872407859585,0.2,richness-prevalence
0.914498697180083,0.2,richness-prevalence
0.898918160980127,0.2,richness-prevalence
0.942551406773112,0.2,richness-prevalence
0.877082738076149,0.2,richness-prevalence
0.910879502875477,0.2,richness-prevalence
0.916898334116454,0.2,richness-prevalence
0.853910928852018,0.2,richness-prevalence
0.923657530660529,0.2,richness-prevalence
0.921822450429697,0.2,richness-prevalence
0.959783630553062,0.2,richness-prevalence
0.949557332279935,0.2,richness-prevalence
0.948767459600325,0.2,richness-prevalence
