correlation,constant_P_m,correlationship
-0.61205735894176,0.2,richness-prevalence
-0.740545204163481,0.2,richness-prevalence
-0.544602061054918,0.2,richness-prevalence
-0.625084085311165,0.2,richness-prevalence
-0.806165936851509,0.2,richness-prevalence
-0.783004469546203,0.2,richness-prevalence
-0.907565485273749,0.2,richness-prevalence
-0.861829147821716,0.2,richness-prevalence
-0.885803155629021,0.2,richness-prevalence
-0.757076661730388,0.2,richness-prevalence
-0.899558319990398,0.2,richness-prevalence
-0.73743989760175,0.2,richness-prevalence
-0.7844702797733,0.2,richness-prevalence
-0.95186453321323,0.2,richness-prevalence
-0.956784733702861,0.2,richness-prevalence
-0.846194257153781,0.2,richness-prevalence
-0.646714614795488,0.2,richness-prevalence
-0.87690544565638,0.2,richness-prevalence
-0.871250253066035,0.2,richness-prevalence
-0.811275283726634,0.2,richness-prevalence
-0.907067949818233,0.2,richness-prevalence
-0.852825672131012,0.2,richness-prevalence
-0.689065048118485,0.2,richness-prevalence
-0.65945593120481,0.2,richness-prevalence
-0.869834654792157,0.2,richness-prevalence
-0.68298327761819,0.2,richness-prevalence
-0.929064449980938,0.2,richness-prevalence
-0.826079253747515,0.2,richness-prevalence
-0.848855966294518,0.2,richness-prevalence
-0.766973564908584,0.2,richness-prevalence
-0.633658139495068,0.2,richness-prevalence
-0.885614376972233,0.2,richness-prevalence
-0.837864870540998,0.2,richness-prevalence
-0.926855139847564,0.2,richness-prevalence
-0.734214083563498,0.2,richness-prevalence
-0.768212734294143,0.2,richness-prevalence
-0.889328078517101,0.2,richness-prevalence
-0.876057481125239,0.2,richness-prevalence
-0.906802639531842,0.2,richness-prevalence
-0.777145353312974,0.2,richness-prevalence
-0.923882925528066,0.2,richness-prevalence
-0.911219636381276,0.2,richness-prevalence
-0.888844716902514,0.2,richness-prevalence
-0.889615426080998,0.2,richness-prevalence
-0.557214801485505,0.2,richness-prevalence
-0.918969808519553,0.2,richness-prevalence
-0.889043948309195,0.2,richness-prevalence
-0.922138558764295,0.2,richness-prevalence
-0.875913798100912,0.2,richness-prevalence
-0.848798796083989,0.2,richness-prevalence
-0.792601230260521,0.2,richness-prevalence
-0.612690595992813,0.2,richness-prevalence
-0.810401775438767,0.2,richness-prevalence
-0.876280918636252,0.2,richness-prevalence
-0.900717073476406,0.2,richness-prevalence
-0.878915751073547,0.2,richness-prevalence
-0.523448202389408,0.2,richness-prevalence
-0.555294627755211,0.2,richness-prevalence
-0.804809606784469,0.2,richness-prevalence
-0.770624304650196,0.2,richness-prevalence
-0.721427078744369,0.2,richness-prevalence
-0.927493144097409,0.2,richness-prevalence
-0.79857721434278,0.2,richness-prevalence
-0.743636215186926,0.2,richness-prevalence
-0.805380967149531,0.2,richness-prevalence
-0.878965587812173,0.2,richness-prevalence
-0.765145326457987,0.2,richness-prevalence
-0.585089722206079,0.2,richness-prevalence
-0.953350526118158,0.2,richness-prevalence
-0.86894490566135,0.2,richness-prevalence
-0.800865269534885,0.2,richness-prevalence
-0.963149121904707,0.2,richness-prevalence
-0.748990982561656,0.2,richness-prevalence
-0.737338115401109,0.2,richness-prevalence
-0.839822202835188,0.2,richness-prevalence
-0.798174974017671,0.2,richness-prevalence
-0.913130816963352,0.2,richness-prevalence
-0.786215401424585,0.2,richness-prevalence
-0.885088265680974,0.2,richness-prevalence
-0.95608685583856,0.2,richness-prevalence
-0.843442837744405,0.2,richness-prevalence
-0.868993831775132,0.2,richness-prevalence
-0.837491906898226,0.2,richness-prevalence
-0.791385585499646,0.2,richness-prevalence
-0.965251000051703,0.2,richness-prevalence
-0.89877597070898,0.2,richness-prevalence
-0.725175636539306,0.2,richness-prevalence
-0.582690268016343,0.2,richness-prevalence
-0.704086414210836,0.2,richness-prevalence
-0.840655787620724,0.2,richness-prevalence
-0.832806521132014,0.2,richness-prevalence
-0.788283256250793,0.2,richness-prevalence
-0.874762544012082,0.2,richness-prevalence
-0.841102468383703,0.2,richness-prevalence
-0.801503945059831,0.2,richness-prevalence
-0.839277511747684,0.2,richness-prevalence
-0.786396832001753,0.2,richness-prevalence
-0.721373325036052,0.2,richness-prevalence
-0.793525237334844,0.2,richness-prevalence
-0.924564257112261,0.2,richness-prevalence
-0.958160737029673,0.2,richness-prevalence
-0.714818554011173,0.2,richness-prevalence
-0.83149677009467,0.2,richness-prevalence
-0.955811936408245,0.2,richness-prevalence
-0.416997647029653,0.2,richness-prevalence
-0.876717781745014,0.2,richness-prevalence
-0.933111263253483,0.2,richness-prevalence
-0.861345302529786,0.2,richness-prevalence
-0.563448214256152,0.2,richness-prevalence
-0.758121525531139,0.2,richness-prevalence
-0.655722231756688,0.2,richness-prevalence
-0.895963483716412,0.2,richness-prevalence
-0.929249357470949,0.2,richness-prevalence
-0.852684792414697,0.2,richness-prevalence
-0.857707925887838,0.2,richness-prevalence
-0.828108294930061,0.2,richness-prevalence
-0.898792768957426,0.2,richness-prevalence
-0.979807959775258,0.2,richness-prevalence
-0.65002814971227,0.2,richness-prevalence
-0.722370110400894,0.2,richness-prevalence
-0.701301303753869,0.2,richness-prevalence
-0.928937646001404,0.2,richness-prevalence
-0.747569539686684,0.2,richness-prevalence
-0.524539177916455,0.2,richness-prevalence
-0.637314760877447,0.2,richness-prevalence
-0.890023478011486,0.2,richness-prevalence
-0.779171939096436,0.2,richness-prevalence
-0.882976775871581,0.2,richness-prevalence
-0.818754737741807,0.2,richness-prevalence
-0.743745164943106,0.2,richness-prevalence
-0.987681879158947,0.2,richness-prevalence
-0.632730974449108,0.2,richness-prevalence
-0.729719628186806,0.2,richness-prevalence
-0.837116923794057,0.2,richness-prevalence
-0.842056816872083,0.2,richness-prevalence
-0.625535830356055,0.2,richness-prevalence
-0.937966562484554,0.2,richness-prevalence
-0.845312905312635,0.2,richness-prevalence
-0.762130546159066,0.2,richness-prevalence
-0.716542619274877,0.2,richness-prevalence
-0.855156560169541,0.2,richness-prevalence
-0.89555308766036,0.2,richness-prevalence
-0.713028797499332,0.2,richness-prevalence
-0.763446039469492,0.2,richness-prevalence
-0.578061044097473,0.2,richness-prevalence
-0.856931922382443,0.2,richness-prevalence
-0.806933623470408,0.2,richness-prevalence
-0.678256225789323,0.2,richness-prevalence
-0.640172992967535,0.2,richness-prevalence
-0.668968964415691,0.2,richness-prevalence
-0.943614569749512,0.2,richness-prevalence
-0.807455675353552,0.2,richness-prevalence
-0.969091505953806,0.2,richness-prevalence
-0.850128045011453,0.2,richness-prevalence
-0.907538886972358,0.2,richness-prevalence
-0.858260487142179,0.2,richness-prevalence
-0.742196219607852,0.2,richness-prevalence
-0.935578666055997,0.2,richness-prevalence
-0.848299506919484,0.2,richness-prevalence
-0.921763359163773,0.2,richness-prevalence
-0.933726272355168,0.2,richness-prevalence
-0.852758956559659,0.2,richness-prevalence
-0.7916033978434,0.2,richness-prevalence
-0.854302348750455,0.2,richness-prevalence
-0.89370272616893,0.2,richness-prevalence
-0.903456165516104,0.2,richness-prevalence
-0.862002104492398,0.2,richness-prevalence
-0.748530714407925,0.2,richness-prevalence
-0.830453577038107,0.2,richness-prevalence
-0.374838243311031,0.2,richness-prevalence
-0.842434763719857,0.2,richness-prevalence
-0.930077906953556,0.2,richness-prevalence
-0.913632361765212,0.2,richness-prevalence
-0.785583042084109,0.2,richness-prevalence
-0.776989108481922,0.2,richness-prevalence
-0.805303051920825,0.2,richness-prevalence
-0.542934906849659,0.2,richness-prevalence
-0.898081666318992,0.2,richness-prevalence
-0.862568898503642,0.2,richness-prevalence
-0.932144233191501,0.2,richness-prevalence
-0.933600021197383,0.2,richness-prevalence
-0.944980792434125,0.2,richness-prevalence
-0.810880562576894,0.2,richness-prevalence
-0.894293193942982,0.2,richness-prevalence
-0.690623373638814,0.2,richness-prevalence
-0.546241387260403,0.2,richness-prevalence
-0.727952655631764,0.2,richness-prevalence
-0.912729854811678,0.2,richness-prevalence
-0.768854656804475,0.2,richness-prevalence
-0.419222052678203,0.2,richness-prevalence
-0.831606834878307,0.2,richness-prevalence
-0.929319709129341,0.2,richness-prevalence
-0.813739515319615,0.2,richness-prevalence
-0.936750013643309,0.2,richness-prevalence
-0.730546422519432,0.2,richness-prevalence
-0.584593588476856,0.2,richness-prevalence
-0.909129497063672,0.2,richness-prevalence
-0.831631904869565,0.2,richness-prevalence
-0.875547566863591,0.2,richness-prevalence
-0.581861557134421,0.2,richness-prevalence
-0.775038469389014,0.2,richness-prevalence
-0.522035827055399,0.2,richness-prevalence
-0.947700439970042,0.2,richness-prevalence
-0.29322615587184,0.2,richness-prevalence
-0.560104631308481,0.2,richness-prevalence
-0.754230598399864,0.2,richness-prevalence
-0.699787100076933,0.2,richness-prevalence
-0.594896795031393,0.2,richness-prevalence
-0.901500484005331,0.2,richness-prevalence
-0.883899428784308,0.2,richness-prevalence
-0.866612140960533,0.2,richness-prevalence
-0.857071812057673,0.2,richness-prevalence
-0.86071732858674,0.2,richness-prevalence
-0.647241320256438,0.2,richness-prevalence
-0.868348317265902,0.2,richness-prevalence
-0.738905772451385,0.2,richness-prevalence
-0.826287592400767,0.2,richness-prevalence
-0.871444898749737,0.2,richness-prevalence
-0.953017038484376,0.2,richness-prevalence
-0.800922540891057,0.2,richness-prevalence
-0.958447181218189,0.2,richness-prevalence
-0.869698738156855,0.2,richness-prevalence
-0.815105486826488,0.2,richness-prevalence
-0.953810288297676,0.2,richness-prevalence
-0.784865977682898,0.2,richness-prevalence
-0.936250911162914,0.2,richness-prevalence
-0.834254492103641,0.2,richness-prevalence
-0.895417304691256,0.2,richness-prevalence
-0.947553707627534,0.2,richness-prevalence
-0.908674304539122,0.2,richness-prevalence
-0.943294571868031,0.2,richness-prevalence
-0.759894411244225,0.2,richness-prevalence
-0.864677769991741,0.2,richness-prevalence
-0.626716989412518,0.2,richness-prevalence
-0.682901131760007,0.2,richness-prevalence
-0.556578187190048,0.2,richness-prevalence
-0.775731067652936,0.2,richness-prevalence
-0.831723689058415,0.2,richness-prevalence
-0.857001157431347,0.2,richness-prevalence
-0.82059719674028,0.2,richness-prevalence
-0.673961227009064,0.2,richness-prevalence
-0.884930232109779,0.2,richness-prevalence
-0.822520308656259,0.2,richness-prevalence
-0.407140917558851,0.2,richness-prevalence
-0.92407360809015,0.2,richness-prevalence
-0.841468716616024,0.2,richness-prevalence
-0.849865337256436,0.2,richness-prevalence
-0.889973778433715,0.2,richness-prevalence
-0.905787041074144,0.2,richness-prevalence
-0.902568068819207,0.2,richness-prevalence
-0.931551523707612,0.2,richness-prevalence
-0.838189358402474,0.2,richness-prevalence
-0.82692506408077,0.2,richness-prevalence
-0.410152213977367,0.2,richness-prevalence
-0.789957058550107,0.2,richness-prevalence
-0.823823195281781,0.2,richness-prevalence
-0.925181629620687,0.2,richness-prevalence
-0.763404512179082,0.2,richness-prevalence
-0.605546193945454,0.2,richness-prevalence
-0.696523733210708,0.2,richness-prevalence
-0.796796751041581,0.2,richness-prevalence
-0.722220641076278,0.2,richness-prevalence
-0.822942120162982,0.2,richness-prevalence
-0.67831060461252,0.2,richness-prevalence
-0.830933278858456,0.2,richness-prevalence
-0.895708223595791,0.2,richness-prevalence
-0.938220221744148,0.2,richness-prevalence
-0.945122909532228,0.2,richness-prevalence
-0.920834982201207,0.2,richness-prevalence
-0.820080637718995,0.2,richness-prevalence
-0.777871001068788,0.2,richness-prevalence
-0.776983369728947,0.2,richness-prevalence
-0.851431810055882,0.2,richness-prevalence
-0.681181205199118,0.2,richness-prevalence
-0.729580388332702,0.2,richness-prevalence
-0.599775601490191,0.2,richness-prevalence
-0.954946485947519,0.2,richness-prevalence
-0.790954751229729,0.2,richness-prevalence
-0.895755535443401,0.2,richness-prevalence
-0.888949099401598,0.2,richness-prevalence
-0.90765733891599,0.2,richness-prevalence
-0.823793909147694,0.2,richness-prevalence
-0.667707839280145,0.2,richness-prevalence
-0.800289912335672,0.2,richness-prevalence
-0.761134264914915,0.2,richness-prevalence
-0.810547034733896,0.2,richness-prevalence
-0.836874611575672,0.2,richness-prevalence
-0.801250198611858,0.2,richness-prevalence
-0.955022789416749,0.2,richness-prevalence
-0.703210766764015,0.2,richness-prevalence
-0.94037561519588,0.2,richness-prevalence
-0.830898620397678,0.2,richness-prevalence
-0.632640601109988,0.2,richness-prevalence
-0.80256877639924,0.2,richness-prevalence
-0.875530141956886,0.2,richness-prevalence
-0.861223506927497,0.2,richness-prevalence
-0.763782327061841,0.2,richness-prevalence
-0.784093446664181,0.2,richness-prevalence
-0.352355632382579,0.2,richness-prevalence
-0.681220616984574,0.2,richness-prevalence
-0.700535494571508,0.2,richness-prevalence
-0.866685619600679,0.2,richness-prevalence
-0.707749414558561,0.2,richness-prevalence
-0.905586845446953,0.2,richness-prevalence
-0.727047454146376,0.2,richness-prevalence
-0.867500914463858,0.2,richness-prevalence
-0.694874461340753,0.2,richness-prevalence
-0.919574544279143,0.2,richness-prevalence
-0.928846066888269,0.2,richness-prevalence
-0.84964098352801,0.2,richness-prevalence
-0.898834613107055,0.2,richness-prevalence
-0.701459261934883,0.2,richness-prevalence
-0.723164790883948,0.2,richness-prevalence
-0.43932746718905,0.2,richness-prevalence
-0.665350560297687,0.2,richness-prevalence
-0.802121396153537,0.2,richness-prevalence
-0.823450342449916,0.2,richness-prevalence
-0.544259257539934,0.2,richness-prevalence
-0.802883467866619,0.2,richness-prevalence
-0.869393587954331,0.2,richness-prevalence
-0.87450258854761,0.2,richness-prevalence
-0.80582874238042,0.2,richness-prevalence
-0.876945130296149,0.2,richness-prevalence
-0.805750180459248,0.2,richness-prevalence
-0.807378843282502,0.2,richness-prevalence
-0.875083281151354,0.2,richness-prevalence
-0.876413565752808,0.2,richness-prevalence
-0.811612157458684,0.2,richness-prevalence
-0.685366866277403,0.2,richness-prevalence
-0.934779083672718,0.2,richness-prevalence
-0.835665678609489,0.2,richness-prevalence
-0.623514797602737,0.2,richness-prevalence
-0.825180698403637,0.2,richness-prevalence
-0.855393980801122,0.2,richness-prevalence
-0.637523420976845,0.2,richness-prevalence
-0.847603308863563,0.2,richness-prevalence
-0.94003941600338,0.2,richness-prevalence
-0.919396641330749,0.2,richness-prevalence
-0.888921241607914,0.2,richness-prevalence
-0.901267485188921,0.2,richness-prevalence
-0.796898030862763,0.2,richness-prevalence
-0.935406569170009,0.2,richness-prevalence
-0.861459114474355,0.2,richness-prevalence
-0.380385995698383,0.2,richness-prevalence
-0.886855382229659,0.2,richness-prevalence
-0.674930922520525,0.2,richness-prevalence
-0.818037116603524,0.2,richness-prevalence
-0.825798093708168,0.2,richness-prevalence
-0.789603486406735,0.2,richness-prevalence
-0.964106434557958,0.2,richness-prevalence
-0.654266488180067,0.2,richness-prevalence
-0.895765031590139,0.2,richness-prevalence
-0.901928999855714,0.2,richness-prevalence
-0.470112888470862,0.2,richness-prevalence
-0.628998708402521,0.2,richness-prevalence
-0.755011638617421,0.2,richness-prevalence
-0.784727798681757,0.2,richness-prevalence
-0.595359016992538,0.2,richness-prevalence
-0.882274898710382,0.2,richness-prevalence
-0.722687919157475,0.2,richness-prevalence
-0.635215883220547,0.2,richness-prevalence
-0.634266757165994,0.2,richness-prevalence
-0.693610079487642,0.2,richness-prevalence
-0.875859327780267,0.2,richness-prevalence
-0.894296138840027,0.2,richness-prevalence
-0.855781607838452,0.2,richness-prevalence
-0.823687203543623,0.2,richness-prevalence
-0.587535918282857,0.2,richness-prevalence
-0.875574416421808,0.2,richness-prevalence
-0.897641279558194,0.2,richness-prevalence
-0.953899191464217,0.2,richness-prevalence
-0.64192717334782,0.2,richness-prevalence
-0.915774494798746,0.2,richness-prevalence
-0.891922599464286,0.2,richness-prevalence
-0.536339639960281,0.2,richness-prevalence
-0.94196549843988,0.2,richness-prevalence
-0.872188296931903,0.2,richness-prevalence
-0.808635021554714,0.2,richness-prevalence
-0.747329661044566,0.2,richness-prevalence
-0.779098799217302,0.2,richness-prevalence
-0.917680283574256,0.2,richness-prevalence
-0.596146125713981,0.2,richness-prevalence
-0.63305602544016,0.2,richness-prevalence
-0.798853656214367,0.2,richness-prevalence
-0.944755426398757,0.2,richness-prevalence
-0.720833480853713,0.2,richness-prevalence
-0.818447181177342,0.2,richness-prevalence
-0.417496883672176,0.2,richness-prevalence
-0.834264963714955,0.2,richness-prevalence
-0.902456360934108,0.2,richness-prevalence
-0.853692083259337,0.2,richness-prevalence
-0.954614402589629,0.2,richness-prevalence
-0.952681107629398,0.2,richness-prevalence
-0.903012658328463,0.2,richness-prevalence
-0.77526810531701,0.2,richness-prevalence
-0.919211499520309,0.2,richness-prevalence
-0.904720301130517,0.2,richness-prevalence
-0.706723054891021,0.2,richness-prevalence
-0.770111097336578,0.2,richness-prevalence
-0.530415241785362,0.2,diversity-prevalence
-0.583455796958832,0.2,diversity-prevalence
-0.715820615054972,0.2,diversity-prevalence
-0.521344177412357,0.2,diversity-prevalence
-0.836449846859061,0.2,diversity-prevalence
-0.889785485993318,0.2,diversity-prevalence
-0.58313300858315,0.2,diversity-prevalence
-0.733572020478985,0.2,diversity-prevalence
-0.742191122783846,0.2,diversity-prevalence
-0.871108720962627,0.2,diversity-prevalence
-0.575713037181178,0.2,diversity-prevalence
-0.682678780714857,0.2,diversity-prevalence
-0.410942532125521,0.2,diversity-prevalence
-0.759250042533544,0.2,diversity-prevalence
-0.558911451349505,0.2,diversity-prevalence
-0.902645507832621,0.2,diversity-prevalence
-0.705760673406407,0.2,diversity-prevalence
-0.859300850825908,0.2,diversity-prevalence
-0.910618974038066,0.2,diversity-prevalence
-0.685616163386113,0.2,diversity-prevalence
-0.684224922303263,0.2,diversity-prevalence
-0.602361490394609,0.2,diversity-prevalence
-0.791096457733098,0.2,diversity-prevalence
-0.815283395883868,0.2,diversity-prevalence
-0.861283505385519,0.2,diversity-prevalence
-0.635193589407738,0.2,diversity-prevalence
-0.646006224304315,0.2,diversity-prevalence
-0.807340395048502,0.2,diversity-prevalence
-0.668448173849195,0.2,diversity-prevalence
-0.646315810899479,0.2,diversity-prevalence
-0.455045304609431,0.2,diversity-prevalence
-0.807031864465277,0.2,diversity-prevalence
-0.817911265324562,0.2,diversity-prevalence
-0.883180867891964,0.2,diversity-prevalence
-0.764980571545463,0.2,diversity-prevalence
-0.688391246896213,0.2,diversity-prevalence
-0.772746825605631,0.2,diversity-prevalence
-0.649361639794616,0.2,diversity-prevalence
-0.663738693341477,0.2,diversity-prevalence
-0.634646852665845,0.2,diversity-prevalence
-0.812495317470286,0.2,diversity-prevalence
-0.654506750320249,0.2,diversity-prevalence
-0.773017967421092,0.2,diversity-prevalence
-0.716429095815533,0.2,diversity-prevalence
-0.776964990072005,0.2,diversity-prevalence
-0.741048776933918,0.2,diversity-prevalence
-0.813792069863412,0.2,diversity-prevalence
-0.835149310645624,0.2,diversity-prevalence
-0.677024967023,0.2,diversity-prevalence
-0.237608125651207,0.2,diversity-prevalence
-0.301099724934632,0.2,diversity-prevalence
-0.715195688868148,0.2,diversity-prevalence
-0.764711597933168,0.2,diversity-prevalence
-0.803871237232556,0.2,diversity-prevalence
-0.763019694275386,0.2,diversity-prevalence
-0.809526494974095,0.2,diversity-prevalence
-0.847569134215247,0.2,diversity-prevalence
-0.894267181903797,0.2,diversity-prevalence
-0.901201544166751,0.2,diversity-prevalence
-0.690602454966337,0.2,diversity-prevalence
-0.960073098508402,0.2,diversity-prevalence
-0.821603387802647,0.2,diversity-prevalence
-0.209062034062815,0.2,diversity-prevalence
-0.661136482613683,0.2,diversity-prevalence
-0.856444432014688,0.2,diversity-prevalence
-0.909475779863159,0.2,diversity-prevalence
-0.857776570878849,0.2,diversity-prevalence
-0.811047087984633,0.2,diversity-prevalence
-0.692882341041372,0.2,diversity-prevalence
-0.72164132206683,0.2,diversity-prevalence
-0.872191561577297,0.2,diversity-prevalence
-0.939711515145999,0.2,diversity-prevalence
-0.926545304900296,0.2,diversity-prevalence
-0.440051427817621,0.2,diversity-prevalence
-0.849143702492149,0.2,diversity-prevalence
-0.814413721732934,0.2,diversity-prevalence
-0.59873669026143,0.2,diversity-prevalence
-0.802396687934919,0.2,diversity-prevalence
-0.527784640111814,0.2,diversity-prevalence
-0.896427059332055,0.2,diversity-prevalence
-0.74253752163141,0.2,diversity-prevalence
-0.72073781899518,0.2,diversity-prevalence
-0.750246072038089,0.2,diversity-prevalence
-0.612974526066258,0.2,diversity-prevalence
-0.39154876312858,0.2,diversity-prevalence
-0.887994788865931,0.2,diversity-prevalence
-0.324675591568809,0.2,diversity-prevalence
-0.857488557102022,0.2,diversity-prevalence
-0.663909309101109,0.2,diversity-prevalence
-0.752981445201319,0.2,diversity-prevalence
-0.592787231387201,0.2,diversity-prevalence
-0.919739501966869,0.2,diversity-prevalence
-0.884362651475982,0.2,diversity-prevalence
-0.831199051579704,0.2,diversity-prevalence
-0.775568768113661,0.2,diversity-prevalence
-0.517594529879868,0.2,diversity-prevalence
-0.403896723563214,0.2,diversity-prevalence
-0.811631163409266,0.2,diversity-prevalence
-0.593857321158479,0.2,diversity-prevalence
-0.79666122164085,0.2,diversity-prevalence
-0.855781816350727,0.2,diversity-prevalence
-0.624842924964197,0.2,diversity-prevalence
-0.534983981930821,0.2,diversity-prevalence
-0.363566936257367,0.2,diversity-prevalence
-0.52342476540659,0.2,diversity-prevalence
-0.716600238547249,0.2,diversity-prevalence
-0.647279009547875,0.2,diversity-prevalence
-0.870167278788842,0.2,diversity-prevalence
-0.803119331874761,0.2,diversity-prevalence
-0.864998522427741,0.2,diversity-prevalence
-0.673676040962092,0.2,diversity-prevalence
-0.840276908248267,0.2,diversity-prevalence
-0.673966302001199,0.2,diversity-prevalence
-0.660465724502061,0.2,diversity-prevalence
-0.934822837163966,0.2,diversity-prevalence
-0.986009472821444,0.2,diversity-prevalence
-0.812006691864009,0.2,diversity-prevalence
-0.61259892576979,0.2,diversity-prevalence
-0.798232717012472,0.2,diversity-prevalence
-0.813881455887166,0.2,diversity-prevalence
-0.814890062118319,0.2,diversity-prevalence
-0.908537564215186,0.2,diversity-prevalence
-0.796879554559793,0.2,diversity-prevalence
-0.709330304887151,0.2,diversity-prevalence
-0.574351390851339,0.2,diversity-prevalence
-0.683202314233669,0.2,diversity-prevalence
-0.605552314708842,0.2,diversity-prevalence
-0.781943348738009,0.2,diversity-prevalence
-0.794502709522538,0.2,diversity-prevalence
-0.766542222778741,0.2,diversity-prevalence
-0.653230948264158,0.2,diversity-prevalence
-0.417546288407284,0.2,diversity-prevalence
-0.85435778007794,0.2,diversity-prevalence
-0.812379749079829,0.2,diversity-prevalence
-0.84414208334503,0.2,diversity-prevalence
-0.680530801010684,0.2,diversity-prevalence
-0.751005076405915,0.2,diversity-prevalence
-0.778657907272995,0.2,diversity-prevalence
-0.746179858775386,0.2,diversity-prevalence
-0.882368548286381,0.2,diversity-prevalence
-0.783748978599835,0.2,diversity-prevalence
-0.889141161355585,0.2,diversity-prevalence
-0.826361648184694,0.2,diversity-prevalence
-0.887163611931071,0.2,diversity-prevalence
-0.87487236955568,0.2,diversity-prevalence
-0.476570049539016,0.2,diversity-prevalence
-0.907423391209678,0.2,diversity-prevalence
-0.882874178319076,0.2,diversity-prevalence
-0.880129954085092,0.2,diversity-prevalence
-0.882168837999149,0.2,diversity-prevalence
-0.826525059964209,0.2,diversity-prevalence
-0.735155330865805,0.2,diversity-prevalence
-0.641630028799477,0.2,diversity-prevalence
-0.727552570808279,0.2,diversity-prevalence
-0.881565222118647,0.2,diversity-prevalence
-0.770314048230219,0.2,diversity-prevalence
-0.798585293501545,0.2,diversity-prevalence
